DATE,SentimentScore
2021-04-01,-0.9704408208457478
2021-04-02,-1.5379346058554155
2021-04-03,-1.7878744712752281
2021-04-04,-1.4988961665357077
2021-04-05,-1.2332573026572498
2021-04-06,-1.0146874927618568
2021-04-07,-0.8282717224892807
2021-04-08,-1.1512027750063063
2021-04-09,-1.1390676425402473
2021-04-10,-1.2668174400647556
2021-04-11,-1.1947385654048783
2021-04-12,-1.1337719019552035
2021-04-13,-1.1146797461057396
2021-04-14,-1.3046512283606935
2021-04-15,-1.2182813184386305
2021-04-16,-1.1995220560760427
2021-04-17,-1.6770816885319266
2021-04-18,-1.2605214813684618
2021-04-19,-1.0746942810819948
2021-04-20,-1.1861372525194562
2021-04-21,-0.8058770049152855
2021-04-22,-0.9225329926517594
2021-04-23,-0.9769275173911617
2021-04-24,-1.29388616974922
2021-04-25,-1.4448238642047433
2021-04-26,-0.940975851289319
2021-04-27,-0.8151741115997906
2021-04-28,-0.9079766654039938
2021-04-29,-0.9248596057050771
2021-04-30,-0.8876045260419599
