DATE,SentimentScore
2022-10-01,-1.1361201205385543
2022-10-02,-1.3258328841717033
2022-10-03,-1.000245444022004
2022-10-04,-1.0137030431082805
2022-10-05,-0.8725833792450997
2022-10-06,-0.953298139318649
2022-10-07,-1.084508310357604
2022-10-08,-1.0288396421178039
2022-10-09,-1.0885802768875876
2022-10-10,-0.7355389194483283
2022-10-11,-0.7889142829138152
2022-10-12,-0.7574308999424266
2022-10-13,-1.1308456068826214
2022-10-14,-1.141012274490341
2022-10-15,-1.1724395010731459
2022-10-16,-1.1210686092045612
2022-10-17,-0.9840289122760508
2022-10-18,-0.7818704246323407
2022-10-19,-0.8823615802886019
2022-10-20,-1.0983694309914611
2022-10-21,-1.151786185248951
2022-10-22,-1.222625248467617
2022-10-23,-1.145380378067624
2022-10-24,-0.9895277649299373
2022-10-25,-0.8522201884294718
2022-10-26,-0.8300098002989317
2022-10-27,-0.8727128259654301
2022-10-28,-1.107439037238701
2022-10-29,-1.6305148185994096
2022-10-30,-1.7214561509751696
2022-10-31,-1.1492231799498691
