DATE,SentimentScore
2019-01-01,-1.2969956722163496
2019-01-02,-1.3089376263414412
2019-01-03,-1.2494433925515078
2019-01-04,-1.2991892813841224
2019-01-05,-1.5749214181472253
2019-01-06,-1.606390294930303
2019-01-07,-1.2989011055529769
2019-01-08,-1.3623187981637883
2019-01-09,-1.6833663673640116
2019-01-10,-1.4707266805008523
2019-01-11,-1.5868321710090472
2019-01-12,-1.6070470557841208
2019-01-13,-1.2863927320503428
2019-01-14,-1.4110118275164028
2019-01-15,-1.1917433293369524
2019-01-16,-1.3838517367651666
2019-01-17,-1.391097140143285
2019-01-18,-1.401702756366565
2019-01-19,-1.5765824731515892
2019-01-20,-1.3054259958654642
2019-01-21,-1.1367941982702416
2019-01-22,-1.165701799626666
2019-01-23,-1.3088220157855859
2019-01-24,-1.3815054118412755
2019-01-25,-1.8804342196917028
2019-01-26,-1.5793233890911293
2019-01-27,-1.3123195407439334
2019-01-28,-1.3116672854082372
2019-01-29,-1.6452643101993591
2019-01-30,-1.3604471833366094
2019-01-31,-1.1874242237552157
