DATE,SentimentScore
2023-12-01,-1.133540319525559
2023-12-02,-1.6667803982409097
2023-12-03,-0.9130337465831538
2023-12-04,-0.6516106794890361
2023-12-05,-0.979378564523286
2023-12-06,-1.0325569395548448
2023-12-07,-1.4619018374055521
2023-12-08,-1.4701041950899936
2023-12-09,-1.3352737419087126
2023-12-10,-1.730760233860028
2023-12-11,-1.5534876872145618
2023-12-12,-0.9871325128019579
2023-12-13,-1.2598416643234758
2023-12-14,-1.2395209980777235
2023-12-15,-0.979882973577867
2023-12-16,-1.5804374743836604
2023-12-17,-1.246229344668894
2023-12-18,-1.0126377161624305
2023-12-19,-0.9120990271041164
2023-12-20,-1.3609830415042394
2023-12-21,-1.3200773747166286
2023-12-22,-1.5981920069708335
2023-12-23,-1.3582618288515458
2023-12-24,-1.5603266436677126
2023-12-25,-0.59202764231947
2023-12-26,-0.7232571907781999
2023-12-27,-0.8935591786151409
2023-12-28,-1.004725206347988
2023-12-29,-1.5772221599155847
2023-12-30,-0.8754647117337175
2023-12-31,-1.0535909119298659
