DATE,SentimentScore
2019-02-01,-1.2305237576839587
2019-02-02,-1.5225678531682434
2019-02-03,-1.1994959900675566
2019-02-04,-1.0816529504963062
2019-02-05,-1.0186469457758378
2019-02-06,-1.0667215615322885
2019-02-07,-1.089589677851262
2019-02-08,-1.2551153394362113
2019-02-09,-0.9791124936745783
2019-02-10,-1.1645187095897787
2019-02-11,-1.1290031394240936
2019-02-12,-1.15608629821116
2019-02-13,-1.1578411546495706
2019-02-14,-1.3067450955784536
2019-02-15,-1.665797093176005
2019-02-16,-1.9291573920404568
2019-02-17,-1.3545523408403988
2019-02-18,-1.3853248727725729
2019-02-19,-1.3907549790833182
2019-02-20,-1.2487831196704358
2019-02-21,-1.6528251681144153
2019-02-22,-1.520939729765231
2019-02-23,-1.4245073333363198
2019-02-24,-1.2311095359087325
2019-02-25,-0.8783734786653729
2019-02-26,-1.1359070639442053
2019-02-27,-1.3848819701780404
2019-02-28,-1.3695849614014743
