DATE,SentimentScore
2022-06-01,-0.7208000450301285
2022-06-02,-0.8023282561230771
2022-06-03,-0.9709126334528435
2022-06-04,-1.036917733265342
2022-06-05,-1.040890405437725
2022-06-06,-0.7914975603116208
2022-06-07,-0.8087697041174658
2022-06-08,-0.9033571600264404
2022-06-09,-1.1977434365026178
2022-06-10,-1.7352766584418098
2022-06-11,-1.474345006132732
2022-06-12,-1.312440847225814
2022-06-13,-1.3080575203368427
2022-06-14,-1.2286916287057594
2022-06-15,-1.051067676294938
2022-06-16,-1.3554332869699586
2022-06-17,-1.3334483474651861
2022-06-18,-1.2210984953090869
2022-06-19,-1.1298093477217166
2022-06-20,-0.9705370848072105
2022-06-21,-1.2331501237068518
2022-06-22,-1.1938422325507405
2022-06-23,-1.240153993222522
2022-06-24,-1.7092457721738137
2022-06-25,-1.570940762328993
2022-06-26,-1.1486318892917156
2022-06-27,-0.8419790137559169
2022-06-28,-1.3029317468181634
2022-06-29,-1.2671164485783708
2022-06-30,-1.0664758190505663
