DATE,SentimentScore
2021-09-01,-1.1439251024497141
2021-09-02,-1.2054016996812527
2021-09-03,-1.3435655929491284
2021-09-04,-1.514915657207361
2021-09-05,-1.1262997545729045
2021-09-06,-0.9082201311506741
2021-09-07,-1.0910017522038618
2021-09-08,-1.031604815643153
2021-09-09,-1.203418367348145
2021-09-10,-1.6143033718804742
2021-09-11,-2.010287644661508
2021-09-12,-1.428352137013135
2021-09-13,-1.154537481726735
2021-09-14,-1.1268489751575834
2021-09-15,-1.1658393351191625
2021-09-16,-1.0640764403310352
2021-09-17,-1.2663152730613783
2021-09-18,-1.795715044921194
2021-09-19,-1.4011942491317229
2021-09-20,-1.116118448241996
2021-09-21,-1.1032103830908884
2021-09-22,-1.1413745892986675
2021-09-23,-1.0666150950619575
2021-09-24,-1.2822599941268176
2021-09-25,-1.6611289977149624
2021-09-26,-1.7733023526022633
2021-09-27,-1.1837798705023568
2021-09-28,-1.1329779745217328
2021-09-29,-1.1267823551491412
2021-09-30,-1.290662256608889
