DATE,SentimentScore
2022-07-01,-0.8567134712281803
2022-07-02,-1.2513805130373463
2022-07-03,-1.1914187355658343
2022-07-04,-1.0514590679532347
2022-07-05,-1.1048642216528373
2022-07-06,-1.1328517033380314
2022-07-07,-0.999610692000324
2022-07-08,-1.2742853455116272
2022-07-09,-1.6531426405878478
2022-07-10,-1.4066283689887211
2022-07-11,-0.9980501535832602
2022-07-12,-1.0396301791515292
2022-07-13,-1.112817420751209
2022-07-14,-0.6830741229870461
2022-07-15,-0.8284999142210449
2022-07-16,-1.29920318262984
2022-07-17,-1.2785954336537197
2022-07-18,-0.9111793424986018
2022-07-19,-0.9837838872571193
2022-07-20,-0.8086700060355615
2022-07-21,-1.1035599792514998
2022-07-22,-1.7457788416739948
2022-07-23,-1.5463007551264238
2022-07-24,-1.2304937949937056
2022-07-25,-1.1139302380016602
2022-07-26,-1.063314039953058
2022-07-27,-1.1674150007728998
2022-07-28,-1.0500642437010697
2022-07-29,-1.0507898531489615
2022-07-30,-1.1942129890862978
2022-07-31,-1.309663590743374
