DATE,SentimentScore
2022-12-01,-0.762082102111701
2022-12-02,-1.0371152648413924
2022-12-03,-1.2512713218457734
2022-12-04,-1.235978388530428
2022-12-05,-0.8483762252448899
2022-12-06,-0.9819008867383006
2022-12-07,-0.9362656301373034
2022-12-08,-0.9403109406396346
2022-12-09,-0.9078408447520936
2022-12-10,-1.2632484770553063
2022-12-11,-1.0951562465540752
2022-12-12,-0.952451417620694
2022-12-13,-0.8698486958695879
2022-12-14,-0.8733050987964902
2022-12-15,-0.9149401650634471
2022-12-16,-1.1398658896929201
2022-12-17,-1.4481512674991939
2022-12-18,-1.1157468936252055
2022-12-19,-1.1822517637090506
2022-12-20,-1.231611213891779
2022-12-21,-1.047104410220113
2022-12-22,-1.0646735229396322
2022-12-23,-1.1960651885733693
2022-12-24,-1.482136614382171
2022-12-25,-1.4783955786817082
2022-12-26,-1.4523583073462356
2022-12-27,-1.4397102328560438
2022-12-28,-1.4104395003497079
2022-12-29,-1.4139612527324719
2022-12-30,-1.4779548521947847
2022-12-31,-1.390866441223457
