DATE,SentimentScore
2019-04-01,-1.0552631109243755
2019-04-02,-1.0774977731456177
2019-04-03,-1.0879036113609721
2019-04-04,-1.0661856315409104
2019-04-05,-1.2121337148130498
2019-04-06,-1.3789590232618694
2019-04-07,-1.3106575997478347
2019-04-08,-1.0878045528481064
2019-04-09,-1.16578370137709
2019-04-10,-1.0895837026966082
2019-04-11,-1.2754530191440208
2019-04-12,-1.2671620877210976
2019-04-13,-1.4745886799238694
2019-04-14,-1.2778251113247405
2019-04-15,-1.0850672477750065
2019-04-16,-0.9083858997536569
2019-04-17,-1.029405972225321
2019-04-18,-0.9877087236630667
2019-04-19,-1.3028253509369723
2019-04-20,-1.5416525473527278
2019-04-21,-1.7288264276295582
2019-04-22,-1.4253887944126422
2019-04-23,-1.238522207772356
2019-04-24,-1.1549707229312756
2019-04-25,-1.1198466338711779
2019-04-26,-1.128437633532636
2019-04-27,-1.4393066405099137
2019-04-28,-1.5191072598496236
2019-04-29,-1.1175526634880328
2019-04-30,-1.041313572057158
