DATE,SentimentScore
2018-09-01,-1.262361239731916
2018-09-02,-1.4065700076191079
2018-09-03,-1.2618005496070994
2018-09-04,-1.1874843511346016
2018-09-05,-1.2574079716910878
2018-09-06,-1.200570443047385
2018-09-07,-1.2795137072866127
2018-09-08,-1.5111343832325472
2018-09-09,-1.3615168018583987
2018-09-10,-1.3056339290850678
2018-09-11,-1.4162023811159026
2018-09-12,-1.3625149790841171
2018-09-13,-1.3722421945251366
2018-09-14,-1.5562202090819846
2018-09-15,-1.862213585828816
2018-09-16,-1.8362252198296154
2018-09-17,-1.2401808964865468
2018-09-18,-1.1279503481220738
2018-09-19,-1.1724716035915783
2018-09-20,-1.13745535453966
2018-09-21,-1.2602538037279811
2018-09-22,-1.5870221335317107
2018-09-23,-1.5266774548051767
2018-09-24,-1.169283516352541
2018-09-25,-1.1013647494219687
2018-09-26,-1.074364763589338
2018-09-27,-1.0962770910139676
2018-09-28,-1.1697593516550706
2018-09-29,-1.4900809377391215
2018-09-30,-1.364967625316702
