DATE,SentimentScore
2023-03-01,-0.7868583060955193
2023-03-02,-0.8379416445617647
2023-03-03,-1.0396812560197377
2023-03-04,-1.3098777047061783
2023-03-05,-1.194698352368582
2023-03-06,-0.8845244840445591
2023-03-07,-0.9243272043689197
2023-03-08,-0.8504434959787214
2023-03-09,-0.96855497930745
2023-03-10,-1.0007454570425405
2023-03-11,-1.2265045635442708
2023-03-12,-1.1820830987607818
2023-03-13,-0.6872053230476046
2023-03-14,-0.8725655844533303
2023-03-15,-0.8982583647055388
2023-03-16,-0.9264147642412488
2023-03-17,-1.0386174594835063
2023-03-18,-1.5415362925937275
2023-03-19,-1.3790128707297618
2023-03-20,-1.008919208233465
2023-03-21,-0.9490762715167895
2023-03-22,-0.5366779095536446
2023-03-24,-1.2889086989599225
2023-03-25,-1.3541687745099518
2023-03-26,-1.415734288586114
2023-03-27,-1.1955424453669181
2023-03-28,-1.3131364396704104
2023-03-29,-0.959953167296281
2023-03-30,-1.175158724445885
2023-03-31,-1.506172302133295
