DATE,SentimentScore
2022-02-01,-1.0089334534148184
2022-02-02,-1.0359656002010738
2022-02-03,-1.075504716439394
2022-02-04,-1.137491496624025
2022-02-05,-1.344532202252975
2022-02-06,-1.0593407792682354
2022-02-07,-0.9447201975703036
2022-02-08,-1.039295840908377
2022-02-09,-0.8948328843221978
2022-02-10,-0.9528809280027172
2022-02-11,-1.0338784710500524
2022-02-12,-1.3910372561423425
2022-02-13,-1.3246425809041837
2022-02-14,-0.998093728320521
2022-02-15,-1.0780230542248204
2022-02-16,-1.0704727077500615
2022-02-17,-1.1267069736774236
2022-02-18,-1.379306468074405
2022-02-19,-1.6915385833909224
2022-02-20,-1.4075122952593795
2022-02-21,-1.1864940423623032
2022-02-22,-1.2932920040601135
2022-02-23,-1.178391024928734
2022-02-24,-1.7099962087203728
2022-02-25,-1.5315952106354176
2022-02-26,-1.6995698643095791
2022-02-27,-1.732832974532119
2022-02-28,-1.3896069307066738
