DATE,SentimentScore
2020-04-01,-1.6446941908260655
2020-04-02,-1.7032536147501167
2020-04-03,-1.6871837302716073
2020-04-04,-1.8265138187269476
2020-04-05,-1.977621465831045
2020-04-06,-1.7013232427165785
2020-04-07,-1.5783881171486713
2020-04-08,-1.6338190415518683
2020-04-09,-1.5919157597060456
2020-04-10,-1.6882299696570997
2020-04-11,-1.9444879869916194
2020-04-12,-1.9168893772263866
2020-04-13,-1.768713479149543
2020-04-14,-1.6262232697262455
2020-04-15,-1.5553160700855313
2020-04-16,-1.543868792995502
2020-04-17,-1.5823052531333177
2020-04-18,-1.7841467315066473
2020-04-19,-1.8985512305414276
2020-04-20,-1.6823981324785087
2020-04-21,-1.5724925270849053
2020-04-22,-1.4844456751582982
2020-04-23,-1.474447606659731
2020-04-24,-1.4664048179721865
2020-04-25,-1.6415150665338132
2020-04-26,-1.7525312203178856
2020-04-27,-1.4434997545242916
2020-04-28,-1.4138708715497306
2020-04-29,-1.3455501905214278
2020-04-30,-1.3673102876103256
