DATE,SentimentScore
2022-04-01,-1.0124984935113917
2022-04-02,-1.259392737982634
2022-04-03,-1.4981650080009676
2022-04-04,-1.0638003660414215
2022-04-05,-1.211825309726203
2022-04-06,-1.161986046782774
2022-04-07,-1.0698313968107815
2022-04-08,-1.1948253299979112
2022-04-09,-1.5019206995568333
2022-04-10,-1.338296610044266
2022-04-11,-1.129065332657328
2022-04-12,-1.2327039515839162
2022-04-13,-1.3746858578978203
2022-04-14,-1.266279898882942
2022-04-15,-1.3323658668871488
2022-04-16,-1.4289867344968494
2022-04-17,-1.5755807525131478
2022-04-18,-1.3454875654398217
2022-04-19,-1.1292832032102822
2022-04-20,-1.0838416276361809
2022-04-21,-0.9903904809875357
2022-04-22,-1.0407575967006404
2022-04-23,-1.2988573989136605
2022-04-24,-1.2497323079926632
2022-04-25,-0.8833504758311099
2022-04-26,-0.8454521770718638
2022-04-27,-0.909386237545618
2022-04-28,-0.9122035387055344
2022-04-29,-1.02413864906291
2022-04-30,-1.2884286120861685
