DATE,SentimentScore
2024-09-01,-1.2828644883940072
2024-09-02,-1.0615280817870913
2024-09-03,-1.174557369668255
2024-09-04,-1.0939583804100865
2024-09-05,-0.9528510406076449
2024-09-06,-1.087827002454314
2024-09-07,-1.174305671599457
2024-09-08,-1.2900082587563726
2024-09-09,-1.0372221401094306
2024-09-10,-0.9959762666238839
2024-09-11,-1.361411071175026
2024-09-12,-1.1222219421460644
2024-09-13,-1.1616224082038773
2024-09-14,-1.1721717491330343
2024-09-15,-1.2076360203327954
2024-09-16,-1.0542341952827663
2024-09-17,-1.304449765967244
2024-09-18,-1.2390428395681443
2024-09-19,-1.1793762263950476
2024-09-20,-1.1676238470065627
2024-09-21,-1.4158199785058985
2024-09-22,-1.277407870102719
2024-09-23,-1.0884977897199224
2024-09-24,-1.1740735922349528
2024-09-25,-1.2541261817639504
2024-09-26,-1.2736300934110407
2024-09-27,-1.3227857147234956
2024-09-28,-1.7786657435232391
2024-09-29,-1.5366609401778302
2024-09-30,-1.228843138303889
